date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:14:19	152133/152133	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Sun,%2029%20Mar%202026%2000:14:19%20GMT	https://web.archive.org/web/20230202105314/https://www.funintec.org.ar/_dev/wp-content/cache/min/1/_dev/wp-content/et-cache/3524/et-divi-dynamic-tb-6473-3524.css?ver=1669463981	C:/My%20Web%20Sites/f2/web.archive.org/web/20230202105314/https_/www.funintec.org.ar/_dev/wp-content/cache/min/1/_dev/wp-content/et-cache/3524/et-divi-dynamic-tb-6473-35249299.css	(from https://web.archive.org/web/20230202105314/https://www.funintec.org.ar/huellas-ambientales/)
21:14:19	152139/152139	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Sun,%2029%20Mar%202026%2000:14:19%20GMT	https://web.archive.org/web/20230202105314cs_/https://www.funintec.org.ar/_dev/wp-content/cache/min/1/_dev/wp-content/themes/Divi-Space-Child/style.css?ver=1669401952	C:/My%20Web%20Sites/f2/web.archive.org/web/20230202105314cs_/https_/www.funintec.org.ar/_dev/wp-content/cache/min/1/_dev/wp-content/themes/Divi-Space-Child/style043b.css	(from https://web.archive.org/web/20230202105314/https://www.funintec.org.ar/huellas-ambientales/)
21:14:19	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2029%20Mar%202026%2000:14:19%20GMT	https://web.archive.org/web/20230202105314im_/https://www.funintec.org.ar/_dev/wp-content/uploads/favicon.png	C:/My%20Web%20Sites/f2/web.archive.org/web/20230202105314im_/https_/www.funintec.org.ar/_dev/wp-content/uploads/favicon.png	(from https://web.archive.org/web/20230202105314/https://www.funintec.org.ar/huellas-ambientales/)
21:14:19	2614/2614	---M--	200	added ('OK')	image/png	date:Sun,%2029%20Mar%202026%2000:14:20%20GMT	https://web.archive.org/web/20230128095332im_/https://www.funintec.org.ar/_dev/wp-content/uploads/favicon.png	C:/My%20Web%20Sites/f2/web.archive.org/web/20230128095332im_/https_/www.funintec.org.ar/_dev/wp-content/uploads/favicon.png	(from https://web.archive.org/web/20230202105314/https://www.funintec.org.ar/huellas-ambientales/)
21:14:20	152056/152056	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Sun,%2029%20Mar%202026%2000:14:20%20GMT	https://web.archive.org/web/20230202105314cs_/https://www.funintec.org.ar/_dev/wp-content/et-cache/global/et-divi-customizer-global.min.css?ver=1675268074	C:/My%20Web%20Sites/f2/web.archive.org/web/20230202105314cs_/https_/www.funintec.org.ar/_dev/wp-content/et-cache/global/et-divi-customizer-global.minacc2.css	(from https://web.archive.org/web/20230202105314/https://www.funintec.org.ar/huellas-ambientales/)
21:14:20	6476/6476	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202026%2000:51:13%20GMT	https://web-static.archive.org/_static/images/toolbar/wayback-toolbar-logo-200.png	C:/My%20Web%20Sites/f2/web-static.archive.org/_static/images/toolbar/wayback-toolbar-logo-200.png	(from https://web.archive.org/web/20230202105314/https://www.funintec.org.ar/huellas-ambientales/)
21:14:20	913/913	---M--	200	added ('OK')	image/gif	date:Wed,%2004%20Mar%202026%2000:55:41%20GMT	https://web-static.archive.org/_static/images/loading.gif	C:/My%20Web%20Sites/f2/web-static.archive.org/_static/images/loading.gif	(from https://web.archive.org/web/20230202105314/https://www.funintec.org.ar/huellas-ambientales/)
21:14:20	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2029%20Mar%202026%2000:14:21%20GMT	https://web.archive.org/web/20230202105314im_/https://www.funintec.org.ar/_dev/wp-content/uploads/cabefuturosvid.jpg	C:/My%20Web%20Sites/f2/web.archive.org/web/20230202105314im_/https_/www.funintec.org.ar/_dev/wp-content/uploads/cabefuturosvid.jpg	(from https://web.archive.org/web/20230202105314/https://www.funintec.org.ar/huellas-ambientales/)
21:14:21	27344/27344	---M--	200	added ('OK')	image/jpeg	date:Sun,%2029%20Mar%202026%2000:14:21%20GMT	https://web.archive.org/web/20221101083937im_/https://www.funintec.org.ar/_dev/wp-content/uploads/cabefuturosvid.jpg	C:/My%20Web%20Sites/f2/web.archive.org/web/20221101083937im_/https_/www.funintec.org.ar/_dev/wp-content/uploads/cabefuturosvid.jpg	(from https://web.archive.org/web/20230202105314/https://www.funintec.org.ar/huellas-ambientales/)
21:14:21	152183/152183	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Sun,%2029%20Mar%202026%2000:14:21%20GMT	https://web.archive.org/web/20230202105314js_/https://www.funintec.org.ar/_dev/wp-content/cache/min/1/_dev/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=1669402252	C:/My%20Web%20Sites/f2/web.archive.org/web/20230202105314js_/https_/www.funintec.org.ar/_dev/wp-content/cache/min/1/_dev/wp-content/plugins/contact-form-7/includes/swv/js/index006b.js	(from https://web.archive.org/web/20230202105314/https://www.funintec.org.ar/huellas-ambientales/)
21:14:21	152171/152171	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Sun,%2029%20Mar%202026%2000:14:22%20GMT	https://web.archive.org/web/20230202105314js_/https://www.funintec.org.ar/_dev/wp-content/cache/min/1/_dev/wp-content/plugins/contact-form-7/includes/js/index.js?ver=1669402252	C:/My%20Web%20Sites/f2/web.archive.org/web/20230202105314js_/https_/www.funintec.org.ar/_dev/wp-content/cache/min/1/_dev/wp-content/plugins/contact-form-7/includes/js/index006b.js	(from https://web.archive.org/web/20230202105314/https://www.funintec.org.ar/huellas-ambientales/)
21:14:22	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2029%20Mar%202026%2000:14:22%20GMT	https://web.archive.org/web/20230202105314js_/https://www.funintec.org.ar/_dev/wp-includes/js/jquery/jquery.min.js?ver=3.6.1	C:/My%20Web%20Sites/f2/web.archive.org/web/20230202105314js_/https_/www.funintec.org.ar/_dev/wp-includes/js/jquery/jquery.mina7a0.js	(from https://web.archive.org/web/20230202105314/https://www.funintec.org.ar/huellas-ambientales/)
21:14:22	91023/91023	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2029%20Mar%202026%2000:14:22%20GMT	https://web.archive.org/web/20230128095041js_/https://www.funintec.org.ar/_dev/wp-includes/js/jquery/jquery.min.js?ver=3.6.1	C:/My%20Web%20Sites/f2/web.archive.org/web/20230128095041js_/https_/www.funintec.org.ar/_dev/wp-includes/js/jquery/jquery.mina7a0.js	(from https://web.archive.org/web/20230202105314/https://www.funintec.org.ar/huellas-ambientales/)
21:14:23	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2029%20Mar%202026%2000:14:23%20GMT	https://web.archive.org/web/20230202105314js_/https://www.funintec.org.ar/_dev/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/f2/web.archive.org/web/20230202105314js_/https_/www.funintec.org.ar/_dev/wp-includes/js/jquery/jquery-migrate.min.19d617.delayed	(from https://web.archive.org/web/20230202105314/https://www.funintec.org.ar/huellas-ambientales/)
21:14:23	12565/12565	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2029%20Mar%202026%2000:14:23%20GMT	https://web.archive.org/web/20221027193147js_/https://www.funintec.org.ar/_dev/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/f2/web.archive.org/web/20221027193147js_/https_/www.funintec.org.ar/_dev/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://web.archive.org/web/20230202105314/https://www.funintec.org.ar/huellas-ambientales/)
21:14:23	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2029%20Mar%202026%2000:14:24%20GMT	https://web.archive.org/web/20230202105314js_/https://www.funintec.org.ar/_dev/wp-includes/js/jquery/ui/effect.min.js?ver=1.13.2	C:/My%20Web%20Sites/f2/web.archive.org/web/20230202105314js_/https_/www.funintec.org.ar/_dev/wp-includes/js/jquery/ui/effect.min3f14.js	(from https://web.archive.org/web/20230202105314/https://www.funintec.org.ar/huellas-ambientales/)
21:14:24	18677/18677	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2029%20Mar%202026%2000:14:24%20GMT	https://web.archive.org/web/20230128104627js_/https://www.funintec.org.ar/_dev/wp-includes/js/jquery/ui/effect.min.js?ver=1.13.2	C:/My%20Web%20Sites/f2/web.archive.org/web/20230128104627js_/https_/www.funintec.org.ar/_dev/wp-includes/js/jquery/ui/effect.min3f14.js	(from https://web.archive.org/web/20230202105314/https://www.funintec.org.ar/huellas-ambientales/)
21:14:24	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2029%20Mar%202026%2000:14:24%20GMT	https://web.archive.org/web/20230202105314js_/https://www.funintec.org.ar/_dev/wp-content/themes/Divi/js/scripts.min.js?ver=4.19.5	C:/My%20Web%20Sites/f2/web.archive.org/web/20230202105314js_/https_/www.funintec.org.ar/_dev/wp-content/themes/Divi/js/scripts.mincf02.js	(from https://web.archive.org/web/20230202105314/https://www.funintec.org.ar/huellas-ambientales/)
21:14:24	276679/276679	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2029%20Mar%202026%2000:14:24%20GMT	https://web.archive.org/web/20230128102613js_/https://www.funintec.org.ar/_dev/wp-content/themes/Divi/js/scripts.min.js?ver=4.19.5	C:/My%20Web%20Sites/f2/web.archive.org/web/20230128102613js_/https_/www.funintec.org.ar/_dev/wp-content/themes/Divi/js/scripts.mincf02.js	(from https://web.archive.org/web/20230202105314/https://www.funintec.org.ar/huellas-ambientales/)
21:14:25	152118/152118	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Sun,%2029%20Mar%202026%2000:14:25%20GMT	https://web.archive.org/web/20230202105314js_/https://www.funintec.org.ar/_dev/wp-content/cache/min/1/_dev/wp-content/themes/Divi/js/smoothscroll.js?ver=1669401952	C:/My%20Web%20Sites/f2/web.archive.org/web/20230202105314js_/https_/www.funintec.org.ar/_dev/wp-content/cache/min/1/_dev/wp-content/themes/Divi/js/smoothscroll043b.js	(from https://web.archive.org/web/20230202105314/https://www.funintec.org.ar/huellas-ambientales/)
21:14:25	152262/152262	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Sun,%2029%20Mar%202026%2000:14:25%20GMT	https://web.archive.org/web/20230202105314js_/https://www.funintec.org.ar/_dev/wp-content/cache/min/1/_dev/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.fitvids.js?ver=1669401952	C:/My%20Web%20Sites/f2/web.archive.org/web/20230202105314js_/https_/www.funintec.org.ar/_dev/wp-content/cache/min/1/_dev/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.fitvids043b.js	(from https://web.archive.org/web/20230202105314/https://www.funintec.org.ar/huellas-ambientales/)
21:14:25	152260/152260	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Sun,%2029%20Mar%202026%2000:14:26%20GMT	https://web.archive.org/web/20230202105314js_/https://www.funintec.org.ar/_dev/wp-content/cache/min/1/_dev/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.mobile.js?ver=1669458750	C:/My%20Web%20Sites/f2/web.archive.org/web/20230202105314js_/https_/www.funintec.org.ar/_dev/wp-content/cache/min/1/_dev/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.mobile95c2.js	(from https://web.archive.org/web/20230202105314/https://www.funintec.org.ar/huellas-ambientales/)
21:14:26	152145/152145	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Sun,%2029%20Mar%202026%2000:14:26%20GMT	https://web.archive.org/web/20230202105314js_/https://www.funintec.org.ar/_dev/wp-content/cache/min/1/_dev/wp-content/themes/Divi/core/admin/js/common.js?ver=1669401952	C:/My%20Web%20Sites/f2/web.archive.org/web/20230202105314js_/https_/www.funintec.org.ar/_dev/wp-content/cache/min/1/_dev/wp-content/themes/Divi/core/admin/js/common043b.js	(from https://web.archive.org/web/20230202105314/https://www.funintec.org.ar/huellas-ambientales/)
21:14:26	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2029%20Mar%202026%2000:14:26%20GMT	https://web.archive.org/web/20230202105314im_/https://www.funintec.org.ar/_dev/wp-content/uploads/futuros-alterados-trama.png	C:/My%20Web%20Sites/f2/web.archive.org/web/20230202105314im_/https_/www.funintec.org.ar/_dev/wp-content/uploads/futuros-alterados-trama.png	(from https://web.archive.org/web/20230202105314/https://www.funintec.org.ar/huellas-ambientales/)
21:14:27	25171/25171	---M--	200	added ('OK')	image/png	date:Sun,%2029%20Mar%202026%2000:14:26%20GMT	https://web.archive.org/web/20230509152031im_/https://www.funintec.org.ar/_dev/wp-content/uploads/futuros-alterados-trama.png	C:/My%20Web%20Sites/f2/web.archive.org/web/20230509152031im_/https_/www.funintec.org.ar/_dev/wp-content/uploads/futuros-alterados-trama.png	(from https://web.archive.org/web/20230202105314/https://www.funintec.org.ar/huellas-ambientales/)
21:14:27	35/35	---M--	200	added ('OK')	image/gif	etag:%226477b41d-23%22	http://athena.archive.org/0.gif	C:/My%20Web%20Sites/f2/athena.archive.org/0.gif	(from http://archive.org/includes/athena.js)
